Village,Copper - Sufficient,Copper - Deficient,Boron - Sufficient,Boron - Deficient,S - Sufficient,S - Deficient,Fe - Sufficient,Fe - Deficient,Zn - Sufficient,Zn - Deficient,Mn - Sufficient,Mn - Deficient
Melkovalavedu,61,0,46,15,59,2,27,34,61,0,2,59
Agatheripattu,27,0,27,0,27,0,26,1,27,0,1,26
Kunnathur,101,0,0,101,73,28,4,97,94,7,74,27
Veliyanallur,117,0,14,103,94,23,16,101,116,1,61,56
Puliyarampakkam,41,0,10,31,35,6,11,30,33,8,27,14
Kazhiyur,187,0,18,169,149,38,44,143,151,36,132,55
Navalpakkam,148,0,48,100,142,6,81,67,117,31,81,67
Arugavoor,106,0,0,106,73,33,4,102,96,10,70,36
Melnagarambedu,4,0,2,2,4,0,1,3,4,0,0,4
Vinnamangalam,5,0,3,2,5,0,1,4,5,0,0,5
Melputhur,2,0,2,0,2,0,2,0,2,0,0,2
Korukkathur,2,0,2,0,2,0,1,1,2,0,0,2
Munugapattu,2,0,2,0,2,0,2,0,2,0,1,1
Pillanthi,3,0,3,0,3,0,2,1,3,0,0,3
Mel Seeshamangalam,6,0,4,2,6,0,3,3,6,0,1,5
Devanathur,1,0,1,0,1,0,1,0,1,0,0,1
Melmattai,2,0,2,0,2,0,2,0,2,0,0,2
Thirumani,9,0,4,5,9,0,1,8,9,0,2,7
Kaduganur,2,0,1,1,2,0,1,1,2,0,0,2
Ramakrishnapuram,2,0,0,2,0,2,1,1,0,2,0,2
Thenpoondipattu,2,0,0,2,0,2,0,2,1,1,1,1
Sirungattur,1,0,0,1,0,1,0,1,0,1,0,1
Barathanthangal,2,0,0,2,0,2,0,2,1,1,0,2
Pappanthangal,1,0,0,1,0,1,0,1,0,1,0,1
Paingkinar,1,0,0,1,0,1,0,1,0,1,0,1
Kazhanipakkam,4,0,3,1,4,0,0,4,4,0,0,4
Perungalathur,4,0,3,1,4,0,0,4,4,0,1,3
Mariyanallur,2,0,2,0,2,0,0,2,2,0,0,2
Nedumpirai,3,0,1,2,3,0,0,3,3,0,1,2
Palli,1,0,0,1,1,0,0,1,1,0,0,1
Vadaelapakkam,3,0,1,2,3,0,0,3,3,0,0,3
Vadapoondipattu,2,0,2,0,2,0,0,2,2,0,0,2
Vadangampattu,5,0,4,1,5,0,0,5,5,0,0,5
Madurai,2,0,2,0,2,0,0,2,2,0,0,2
Vakkadai,4,0,2,2,4,0,0,4,4,0,0,4
Kizhapalanthai,3,0,1,2,3,0,0,3,3,0,1,2
Thumbai,2,0,2,0,2,0,0,2,2,0,0,2
Siruveliyanallur,2,0,1,1,2,0,0,2,2,0,0,2
Velleripattu,2,0,2,0,2,0,0,2,2,0,0,2
Kilpudupakkam (CT),1,0,1,0,1,0,0,1,1,0,0,1
Korukkai,5,0,2,3,5,0,0,5,5,0,2,3
Naval,5,0,2,3,5,0,0,5,5,0,1,4
Pudukottai,2,0,1,1,2,0,0,2,2,0,1,1
Perumpandi,2,0,1,1,2,0,0,2,2,0,0,2
Kodanagar,1,0,0,1,1,0,0,1,1,0,0,1
Vinnavadi,9,0,5,4,9,0,4,5,9,0,4,5
Mangalam,2,0,0,2,2,0,0,2,2,0,0,2
Pelasur,99,0,45,55,23,77,82,18,33,67,0,101
Devimangalam,114,0,47,64,47,63,114,0,22,91,0,114
Indiravanam,115,0,20,96,24,91,108,8,0,116,0,116
Sanikkavady,115,0,20,95,73,42,114,1,14,101,0,115
Vilapakkam,115,1,2,114,103,13,114,2,16,100,0,116
Alliyalamangalam,110,4,27,86,58,55,114,0,21,92,0,114
Peranambakkam,96,0,1,95,48,48,96,0,49,47,0,96
Vadamathimangalam,136,0,44,91,68,67,97,39,0,135,0,136
Tiruvattinandal,1,0,1,0,0,1,1,0,0,1,0,1
Mandakolathur,1,0,1,0,1,0,1,0,0,1,0,1
Arumbalore,3,0,1,2,3,0,1,2,0,3,0,3
Odangaram,1,0,1,0,1,0,1,0,0,1,0,1
Ariyathur,1,0,1,0,1,0,0,1,0,1,0,1
Madavilagam,1,0,1,0,1,0,0,1,0,1,0,1
Saduperipalayam,1,0,1,0,1,0,1,0,0,1,0,1
Rayankuppam,1,0,1,0,1,0,1,0,0,1,0,1
Othiyanthangal,2,0,1,1,1,1,1,1,0,2,0,2
Sothukinni,1,0,1,0,1,0,0,1,0,1,0,1
Manickavalli,1,0,1,0,1,0,1,0,0,1,0,1
Vambalure,1,0,1,0,1,0,1,0,0,1,0,1
Kilkarikathur,1,0,1,0,1,0,1,0,0,1,0,1
Karikathur,3,0,3,0,2,1,2,1,0,3,0,3
Jambukonambut,1,0,1,0,1,0,1,0,0,1,0,1
Saduperi,1,0,1,0,1,0,0,1,0,1,0,1
Alampoondy,1,0,1,0,1,0,1,0,0,1,0,1
Othalavady,1,0,1,0,0,1,1,0,0,1,0,1
Gudalore,127,0,49,78,10,117,105,22,1,126,0,127
Edyankulathur,1,0,0,1,0,1,0,1,1,0,0,1
Maruthuvambady,1,0,1,0,0,1,0,1,1,0,0,1
Severapoondi,1,0,1,0,0,1,0,1,0,1,0,1
Thumbur,1,0,1,0,0,1,0,1,0,1,0,1
Appedu,1,0,1,0,0,1,0,1,0,1,0,1
Kothandavady,1,0,0,1,1,0,0,1,0,1,0,1
Thachambady,1,0,1,0,0,1,0,1,0,1,0,1
Nambedu,1,0,1,0,1,0,0,1,0,1,0,1
Veerasambanur,1,0,1,0,0,1,1,0,1,0,0,1
Kolakkaravady,1,0,1,0,0,1,0,1,0,1,0,1
Cheyyanandal,1,0,1,0,0,1,0,1,0,1,0,1
Narasingapuram,1,0,1,0,1,0,1,0,0,1,0,1
Modanapalayam,1,0,0,1,1,0,1,0,0,1,0,1
Ogur,89,0,54,35,20,69,49,40,24,65,0,89
Ogur,12,0,6,6,2,10,10,2,6,6,0,12
Karapoondy,1,0,1,0,1,0,1,0,0,1,0,1
Arattavadi,146,0,123,23,142,4,123,23,140,6,9,137
Alaputhur,102,0,104,0,105,0,105,0,76,29,5,100
Perumbattam,4,0,3,1,4,0,4,0,4,0,0,4
Pudupattu,111,0,105,6,111,0,102,9,111,0,1,110
Paramanandal,179,0,137,42,179,0,116,63,159,20,16,163
Porasapattu,137,0,122,15,137,0,112,25,133,4,14,123
Melravandavadi,80,0,80,0,79,1,80,0,80,0,0,80
Thazhaiyuthu,139,0,122,17,138,1,115,24,139,0,3,136
Pachal,105,0,104,1,105,0,104,1,104,1,1,104
Nallur,26,0,13,13,26,0,25,1,26,0,1,25
Naradapattu,59,0,56,3,59,0,58,1,59,0,1,58
Se.Nachipattu,28,0,28,0,28,0,18,10,28,0,4,24
Ariyakunjur,9,0,7,2,9,0,9,0,9,0,3,6
Perumbakkam,31,0,14,17,31,0,31,0,28,3,4,27
Agaram (se),3,0,1,2,3,0,3,0,3,0,0,3
Beemanandal,5,0,3,2,5,0,5,0,4,1,1,4
Melpennathur,6,0,5,1,6,0,6,0,5,1,2,4
Periakolapadi,3,0,3,0,3,0,3,0,3,0,0,3
Uchimalaikuppam,4,0,3,1,4,0,4,0,4,0,0,4
Paliapattu,3,0,1,2,3,0,3,0,1,2,0,3
Vinnavanur,1,0,1,0,1,0,1,0,1,0,0,1
Kannakurkkai,3,0,3,0,3,0,3,0,0,3,0,3
Chinnakolapadi,3,0,3,0,2,1,3,0,0,3,0,3
Kariyamangalam,7,0,4,3,7,0,7,0,3,4,1,6
Aswanagasurunai,3,0,2,1,3,0,3,0,0,3,1,2
Se.Sorapanandal,5,0,3,2,5,0,5,0,5,0,1,4
Pinjur,5,0,5,0,5,0,5,0,2,3,0,5
Kuppanatham,6,0,5,1,6,0,6,0,5,1,0,6
Thukkapatti,10,0,9,1,10,0,10,0,10,0,0,10
Thokkavadi,6,0,3,3,6,0,6,0,6,0,1,5
Manmalai,9,0,7,2,9,0,9,0,9,0,0,9
Kayambattu,5,0,3,2,5,0,5,0,5,0,0,5
Quilam,7,0,4,3,7,0,7,0,7,0,1,6
Anwarabath,6,0,4,2,6,0,6,0,6,0,0,6
Melpulidiyur,5,0,3,2,5,0,5,0,5,0,0,5
Chengam,7,0,5,2,7,0,7,0,7,0,1,6
Chennasamudram,6,0,4,2,6,0,6,0,4,2,0,6
Andipatti,1,0,1,0,1,0,1,0,1,0,1,0
Paramanandal RF,1,0,1,0,1,0,1,0,1,0,0,1
Andipatti,2,0,1,1,2,0,2,0,2,0,1,1
Paramanandal RF,1,0,1,0,1,0,1,0,1,0,0,1
Melpallipattu,7,0,6,1,6,1,7,0,6,1,3,4
Karungalipadipatti,7,0,7,0,7,0,7,0,7,0,3,4
Kalladavi,6,0,6,0,6,0,6,0,6,0,2,4
Kattamaduvu,6,0,6,0,6,0,6,0,6,0,0,6
Andanur,5,0,4,1,5,0,5,0,5,0,2,3
Elangunni,8,0,8,0,8,0,8,0,8,0,2,6
Karimalapadi,9,0,9,0,9,0,9,0,9,0,1,8
Kurumapatti,7,0,7,0,7,0,7,0,7,0,0,7
Manikkal,3,0,3,0,3,0,3,0,3,0,1,2
Manandipatti,5,0,2,3,5,0,5,0,5,0,0,5
Thambunaickenpatti,4,0,2,2,4,0,4,0,3,1,0,4
Arasanganni,3,0,1,2,3,0,3,0,3,0,0,3
Melvanakkambadi,8,0,3,5,8,0,8,0,7,1,0,8
Pakkiripalayam,12,0,7,5,12,0,12,0,12,0,2,10
Valayambattu,12,0,6,6,12,0,12,0,12,0,0,12
Theethandapattu,7,0,2,5,7,0,7,0,7,0,0,7
Vellalampatti,6,0,3,3,6,0,6,0,6,0,1,5
Puliyampatti,8,0,3,5,8,0,8,0,8,0,2,6
Neepathurai,9,0,4,5,9,0,9,0,9,0,1,8
Puthur,124,0,43,83,71,55,67,59,7,118,0,126
Meyyur,122,0,60,62,42,80,62,60,7,115,0,122
Rattinamanagalam,131,0,96,35,60,71,58,73,16,115,0,131
Mattathari,214,0,63,154,28,189,114,103,27,189,0,217
Mamandur,114,0,51,63,71,43,74,40,3,111,0,114
Sirumur,130,0,57,80,39,98,60,77,30,106,0,136
Velleri,150,0,65,85,3,147,86,64,32,118,0,150
Morappanthangal,16,0,9,7,1,15,16,0,4,12,0,16
Adanur,8,0,5,3,1,7,7,1,2,6,0,8
Sevur (CT),12,0,10,2,3,9,12,0,0,12,0,12
Adaiyapulam,17,0,10,7,3,14,12,5,2,15,0,17
Arni East,1,0,1,0,0,1,1,0,0,1,0,1
Sathiyavijayanagaram (Part),2,0,0,2,0,2,1,1,0,2,0,2
Agrapalayam,2,0,1,1,0,2,1,1,0,2,0,2
Arni West,4,0,2,2,1,3,4,0,0,4,0,4
Ariyapadi,2,0,0,2,0,2,1,1,0,2,0,2
Kalpoondi,1,0,0,1,0,1,1,0,0,1,0,1
Irumbedu,2,0,2,0,1,1,1,1,0,2,0,2
Nesal,1,0,1,0,0,1,1,0,0,1,0,1
Mullandram,1,0,0,1,0,1,1,0,0,1,0,1
Velapadi,5,0,4,1,2,3,3,2,2,3,0,5
Vettiyantholuvam,1,0,0,1,0,1,0,1,0,1,0,1
Poosimalaikuppam,1,0,1,0,1,0,1,0,0,1,0,1
Perumpalai,7,0,7,0,7,0,7,0,6,1,0,7
Arasur,108,0,79,32,111,0,111,0,110,1,1,110
Melma,123,0,72,52,77,47,101,23,57,67,6,118
Thenmavanthal,105,0,104,1,105,0,105,0,87,18,8,97
Vadathinallur,119,0,118,1,119,0,60,59,119,0,12,107
Vengodu,157,0,155,2,157,0,157,0,105,52,25,132
Erumaivetti,134,1,100,35,123,12,134,1,131,4,14,121
Vachanur,120,0,95,25,112,8,120,0,92,28,87,33
Vellai,2,0,2,0,2,0,2,0,0,2,0,2
Anakkavoor,6,0,4,2,6,0,6,0,3,3,2,4
Thenthandalam,2,0,1,1,2,0,2,0,0,2,0,2
Thavasi,3,0,2,1,3,0,3,0,0,3,0,3
Anappathur,1,0,1,0,1,0,1,0,1,0,0,1
Kizhmattai,2,0,1,1,2,0,2,0,1,1,1,1
Nelvai,1,0,0,1,1,0,1,0,0,1,0,1
Kizhathur,45,0,34,11,45,0,45,0,22,23,6,39
Nallallam,121,0,69,52,121,0,121,0,73,48,11,110
Irungal,4,0,4,0,4,0,4,0,4,0,0,4
Mulagiripattu,4,0,2,2,4,0,4,0,2,2,0,4
Mel Nemili,2,0,1,1,2,0,2,0,1,1,0,2
Mel Kolathur,1,0,0,1,1,0,1,0,0,1,0,1
Kovilur,3,0,1,2,3,0,3,0,1,2,1,2
Sengadu,26,0,14,12,26,0,26,0,5,21,2,24
Kottakoram,2,0,1,1,2,0,2,0,2,0,0,2
Cheyyatraivendran,12,0,6,6,12,0,12,0,5,7,3,9
Thenelapakkam,1,0,0,1,1,0,1,0,0,1,0,1
Thenkalpakkam,1,0,1,0,1,0,1,0,0,1,0,1
Soundariyapuram,2,0,1,1,2,0,2,0,0,2,1,1
Kizhkolathur,1,0,1,0,1,0,1,0,0,1,0,1
Lakkumanaickenpatti,98,0,0,98,97,1,59,39,98,0,98,0
Valliarachal,130,0,14,117,101,30,92,38,130,1,115,15
Kambiliampatti,55,0,5,50,49,6,52,3,55,0,53,2
Poomandanvalavu,19,0,1,18,8,11,0,19,12,7,1,18
Velampalayam,16,0,0,16,6,10,0,16,7,9,0,16
Senapathipalayam,50,0,5,45,32,18,3,47,45,5,1,49
Mangalapatti,20,0,1,19,16,4,0,20,16,4,5,15
Rasathivalavu,31,0,0,31,30,1,4,27,31,0,30,1
Mettupalayam,1,0,0,1,1,0,1,0,1,0,1,0
Sinniampalayam,143,0,14,128,129,14,73,70,143,0,77,66
Navakkadu,135,0,3,132,132,3,103,32,135,0,53,82
Setti Kuttai,5,0,1,4,2,3,0,5,3,2,1,4
Puthur Pallapalayam,154,1,6,148,125,30,70,84,150,5,117,38
Morattupalayam (CT),110,0,0,110,78,32,52,58,110,0,58,52
Agraharaperiapalayam,119,0,0,120,69,51,45,75,98,22,85,35
Vadugapalayam,78,0,78,0,69,9,0,78,78,0,19,46
Vattalapathy,78,0,79,0,76,3,0,79,79,0,34,30
Vadugapalayam,114,0,1,113,91,23,1,113,97,17,48,66
Vattalapathy,144,0,0,145,135,10,19,126,136,9,108,37
Velliampathy,18,0,1,18,13,6,2,17,19,0,7,12
Sengalipalayam,18,0,1,17,6,12,2,16,5,13,5,13
RACKIYAPALAYAM,2,0,0,2,1,1,1,1,2,0,2,0
Attavanai Pallagoundanpalayam,1,0,0,1,1,0,1,0,1,0,1,0
Pallavarayanpalayam,3,0,0,3,3,0,3,0,3,0,2,1
Punjaithalavaipalayam,2,0,0,2,2,0,2,0,2,0,0,2
Erumakkarampalayam,2,0,0,2,1,1,2,0,2,0,0,2
Kavandampalayam,2,0,0,2,1,1,2,0,2,0,2,0
Nadupatti,2,0,0,2,2,0,2,0,2,0,1,1
Mukasipallagoundanpalayam,1,0,0,1,1,0,1,0,1,0,0,1
Anaipalayam,2,0,0,2,1,1,1,1,1,1,0,2
Koonampatti,1,0,0,1,1,0,1,0,1,0,1,0
Agrahara Kathaganni,3,0,0,3,3,0,3,0,3,0,2,1
Thenmugam Kangayapalayam,4,0,0,4,3,1,0,4,3,1,3,1
Reddipalayam,30,0,3,27,19,11,2,28,30,0,22,8
Virumandampalayam,5,0,0,5,5,0,0,5,5,0,4,1
Sircar Kathaganni,2,0,0,2,2,0,0,2,2,0,0,2
Ichipalayam,2,0,0,2,1,1,0,2,1,1,0,2
Vellaravalli (CT),5,0,0,5,5,0,0,5,5,0,4,1
Kavuthampalayam,13,0,0,13,12,1,0,13,10,3,8,5
Kurichi,10,0,0,10,7,3,0,10,5,5,2,8
Mettupalayam,4,0,0,4,3,1,0,4,4,0,2,2
Ganapathipalayam,5,0,0,5,4,1,0,5,2,3,0,5
Sundakkampalayam,13,0,0,13,10,3,0,13,9,4,9,4
Chengappalli (CT),6,0,0,6,4,2,0,6,4,2,4,2
Valayapalayam,2,0,0,2,1,1,0,2,1,1,1,1
Vadamugam Kangayapalayam,5,0,0,5,5,0,0,5,5,0,5,0
Sircar Periapalayam (CT),28,0,0,28,16,12,0,28,18,9,9,19
Pudupalayam,2,0,0,2,0,2,0,2,0,2,0,2
PUNJAI UTHUKULI,2,0,0,2,1,1,0,2,0,2,0,2
KUNNATHUR,2,0,0,2,1,1,0,2,1,1,0,2
POOLANKULAM,2,0,0,2,0,2,0,2,1,1,0,2
Kammalakuttai,1,0,0,1,0,1,0,1,0,1,0,1
Muthampalayam,2,0,0,2,2,0,0,2,1,1,0,2
Chinnagoundanvalasu,2,0,0,2,2,0,0,2,0,2,0,2
Edayapalayam,4,0,1,3,1,3,0,4,1,3,0,4
Karumanchirai,3,0,0,3,2,1,0,3,0,3,0,3
Nettichipalayam,3,0,0,3,0,3,0,3,0,3,0,3
Komaragoundanpalayam,4,0,1,3,4,0,0,4,2,2,0,4
Nalligoundanpalayam,3,0,0,3,0,3,0,3,0,3,0,3
Velampalayam,4,0,0,4,2,2,0,4,0,4,0,4
Periavalavadi,44,0,8,36,31,13,4,40,33,11,9,35
Deepalapatti,4,0,0,4,2,2,1,3,1,3,2,2
Chinnavalavadi,44,0,9,35,22,22,3,41,26,18,7,37
Kurichikottai,99,0,8,91,23,76,0,99,70,29,2,97
Jilobanaickampalayam,1,0,1,0,0,1,0,1,0,1,0,1
North Boothinatham,6,0,1,5,4,2,0,6,2,4,0,6
Modakkupatti,4,0,1,3,1,3,0,4,3,1,0,4
R. Velur,51,0,1,50,14,37,0,51,13,38,0,51
Anthiyur,43,0,43,0,22,21,3,40,23,20,8,35
Anthiyur,99,0,12,87,55,44,5,94,59,40,20,79
Venasapatti,62,0,13,49,23,38,3,59,44,18,4,57
Erisinampatti,83,1,10,74,20,64,4,80,42,42,12,72
Sellappampalayam,82,0,11,71,30,52,4,78,43,39,18,64
Pallapalayam,100,0,19,81,49,51,2,98,49,51,13,86
Valayapalayam,35,0,6,29,7,28,0,35,18,17,1,34
Ganapathipalayam,41,0,7,34,22,19,2,39,15,26,6,35
Kuralkuttai,75,0,4,71,37,38,4,71,28,47,13,62
Manupatti,28,0,5,23,10,18,1,27,13,15,0,28
Sinnapappanuthu,32,1,5,28,12,21,6,27,15,18,7,26
Southboothinatham,5,0,1,4,1,4,1,4,0,5,0,5
Bogigoundendasarapatti,6,0,0,6,0,6,0,6,2,4,0,6
Alampalayam,3,0,0,3,1,2,0,3,1,2,0,3
Elayamuthur,1,0,1,0,0,1,0,1,0,1,1,0
Guruvappanaickanur,39,0,7,32,12,27,4,35,22,17,9,30
Arasur,1,0,0,1,1,0,0,1,0,1,0,1
Kanakkampalayam (CT),15,0,0,15,11,4,0,15,6,9,0,15
Kannamanaickanur,55,0,1,54,24,31,0,55,12,43,1,54
Lingamavoor,3,0,0,3,3,0,0,3,0,3,0,3
Periapappanuthu,5,0,0,5,2,3,0,5,0,5,0,5
Pungamuthur,4,0,0,4,1,3,0,4,0,4,0,4
Poolankinar (CT),15,0,0,15,5,10,0,15,8,7,0,15
Ragalbavi,55,1,15,41,7,49,6,50,30,26,26,30
Ravanapuram,41,1,2,40,16,26,0,42,14,28,4,38
Venkitapuram,1,0,0,1,0,1,0,1,0,1,0,1
Udukkampalayam,7,0,0,7,5,2,0,7,0,7,0,7
Chinnakumarapalayam,31,0,1,30,2,29,0,31,2,29,0,31
ANDIGOUNDANUR 2,57,0,0,57,15,42,0,57,1,56,0,57
DHALI,2,0,0,2,0,2,0,2,0,2,0,2
Kodingiam,2,0,0,2,1,1,0,2,0,2,0,2
Jallipatti,3,0,0,3,1,2,0,3,0,3,0,3
ANDIGOUNDANUR 1,1,0,0,1,0,1,0,1,0,1,0,1
Iduvai (CT),134,0,10,124,124,10,93,41,134,0,73,61
Ettiveerampalayam,110,0,2,108,105,5,54,56,110,0,60,50
Perumanallur (CT),105,0,1,104,102,3,3,102,105,0,66,39
Thoravalur,57,0,9,47,57,0,0,57,57,0,44,13
Merkupathi,19,0,1,18,5,14,0,19,6,13,2,17
Kanakkampalayam (CT),50,0,5,45,23,27,2,48,24,26,6,44
Mangalam (CT),2,0,0,2,0,2,0,2,1,1,0,2
Pattampalayam,33,0,12,21,25,8,0,33,24,9,15,18
Mudalipalayam,11,0,0,11,0,11,0,11,0,11,0,11
Sokkanur,10,0,4,6,8,2,0,10,8,2,6,4
Pongupalayam,6,0,0,6,1,5,0,6,2,4,0,6
Kalipalayam,1,0,0,1,1,0,0,1,1,0,1,0
Vallipuram,19,0,6,13,19,0,0,19,19,0,10,9
Velarasikallipalayam,134,0,19,115,36,98,4,130,79,55,3,131
Elavanthi,136,0,16,120,54,82,5,131,79,57,7,129
Pongalur,126,0,17,109,31,95,0,126,60,66,0,126
Madappur,44,1,11,34,19,26,1,44,20,25,9,36
Kethanur,9,0,3,6,7,2,0,9,7,2,2,7
Vavipalayam,40,0,10,30,33,7,3,37,29,11,14,26
AZHAKUMALAI,49,0,6,43,36,13,3,46,30,19,9,40
Ugayanur,22,0,4,18,3,19,0,22,12,10,3,19
NALLUR,16,0,0,16,5,11,0,16,4,12,0,16
Velarasivadamalaipalayam,2,0,1,1,0,2,0,2,0,2,0,2
Peruntholuvu,2,0,1,1,2,0,0,2,1,1,0,2
UGAYANUR,2,0,0,2,1,1,0,2,0,2,0,2
Nachipalayam,2,0,0,2,1,1,0,2,2,0,0,2
South Avanashipalayam,5,0,1,4,1,4,0,5,2,3,0,5
Thonguttipalayam,2,0,0,2,0,2,0,2,0,2,0,2
North Avanashipalayam,2,0,0,2,0,2,1,1,1,1,0,2
Kandiankoil,2,0,0,2,1,1,0,2,1,1,0,2
VELAMAPALAYAM,2,0,0,2,2,0,0,2,1,1,0,2
THOTTIPALAYAM,4,0,0,4,1,3,0,4,0,4,0,4
VEERAPANDI,2,0,0,2,1,1,0,2,2,0,0,2
Muthanampalayam (CT),1,0,0,1,0,1,0,1,0,1,0,1
Chittambalam,136,0,10,126,39,97,4,132,86,50,0,136
Kodangipalayam,117,0,14,103,39,78,0,117,50,67,0,117
velampalayam,127,0,20,107,73,54,9,118,68,59,8,119
Sukkampalayam,135,0,18,117,92,43,5,130,60,75,20,115
Anuppatti,18,0,5,13,5,13,0,18,11,7,3,15
Puliampatti,42,0,17,25,28,14,6,36,25,17,19,23
Kasba Ayyampalayam,10,0,1,9,4,6,2,8,6,4,4,6
Mallegoundenpalayam,5,0,1,4,1,4,2,3,5,0,2,3
K.Krishnapuram,2,0,0,2,2,0,0,2,1,1,1,1
Ganapathipalayam,63,0,7,56,43,20,5,58,26,37,15,48
Poomalur,16,0,1,15,7,9,1,15,1,15,2,14
Karadibavi,7,0,0,7,3,4,1,6,2,5,0,7
Karaipudur (CT),13,0,1,12,9,4,0,13,4,9,1,12
Thurambadi,131,1,1,131,130,2,79,53,131,1,126,6
Mulayampoondi,139,0,3,138,128,13,58,82,140,0,129,11
Kalipalayam,1,0,0,1,0,1,0,1,0,1,0,1
Kilangudal,18,0,2,16,12,6,7,11,13,5,12,6
Komarapalayam,41,0,7,34,14,27,3,38,27,14,4,37
Nanjaithalaiyur,2,0,1,1,0,2,1,1,2,0,0,2
Chinnamarudur,1,0,0,1,0,1,0,1,0,1,0,1
Ponnivadi,50,0,6,44,14,36,1,49,32,18,7,43
Velampoondi,49,1,10,40,31,19,3,47,27,23,11,39
Punjaithalaiyur,1,0,0,1,1,0,0,1,1,0,0,1
Thattaravaluvu,2,0,0,2,2,0,2,0,2,0,2,0
Erasinampalayam,2,0,0,2,2,0,0,2,2,0,2,0
Pappankulam,121,0,8,113,42,79,0,121,57,64,0,121
SANKARAMANALLUR SOUTH,2,0,1,1,1,1,0,2,1,1,0,2
KOMARALINGAM WEST,22,0,1,21,2,20,0,22,13,9,0,22
Kolumam,82,0,9,73,28,54,3,79,53,29,0,82
KOMARALINGAM EAST,40,0,3,37,17,23,0,40,11,29,0,40
Karatholuvu,29,0,3,26,11,18,6,23,18,11,20,9
Thungavi,17,0,3,14,7,10,3,14,8,9,4,13
AGRAHARAKANNADIPUTHUR,24,0,5,19,3,21,2,22,21,3,3,21
Metrathi,35,0,3,32,14,21,3,32,25,10,11,24
SANKARAMANALLUR NORTH,1,0,1,0,0,1,0,1,1,0,0,1
Sholamadevi,1,0,0,1,0,1,0,1,1,0,0,1
Myvadi,5,0,1,4,2,3,0,5,2,3,0,5
Jothampatti,22,1,4,19,2,21,1,22,14,9,7,16
KANIYUR,1,0,0,1,0,1,1,0,1,0,1,0
Kadathur,1,0,0,1,0,1,0,1,1,0,0,1
Vedappatti,12,0,0,12,5,7,1,11,9,3,4,8
Thanthoni,2,0,0,2,0,2,0,2,1,1,0,2
SARKARKANNADIPUTHUR,3,0,0,3,1,2,1,2,2,1,0,3
Kurukkapalayam,134,0,14,120,59,75,7,127,83,51,6,128
Ponganthurai,122,0,13,109,46,76,14,108,91,31,7,115
Marudur,126,0,15,111,61,65,3,123,87,39,19,107
Aratholuvu,133,1,16,118,56,78,11,123,65,69,40,94
Nelali,19,0,2,17,17,2,2,17,12,7,8,11
Sirukinar,31,0,4,27,10,21,0,31,8,23,3,28
Gathelrev,18,0,2,16,8,10,0,18,8,10,3,15
Manurpalayam,31,0,3,28,3,28,3,28,14,17,10,21
Mudalipalayam,3,0,0,2,1,1,0,3,1,2,0,3
Uthiyur,3,0,0,3,0,3,0,3,0,3,0,3
Bellampatti,2,0,0,2,0,2,0,2,1,1,0,2
Surianallur,9,0,0,9,5,4,0,9,0,9,0,9
Muthiampatti,3,0,0,3,0,3,0,3,0,3,0,3
Vadugapalayam,3,0,0,3,1,2,0,3,0,3,0,3
Velayudhampalayam,2,0,0,2,0,2,0,2,1,1,0,2
Sankarandampalayam,3,0,0,3,0,3,0,3,3,0,0,3
Navanari,3,0,0,3,0,3,0,3,1,2,0,3
Nandavanampalayam,4,0,0,4,0,4,0,4,1,3,0,4
Periyakumarapalayam,1,0,0,1,1,0,0,1,0,1,0,1
Molarapatti,16,0,3,13,6,10,0,16,5,11,1,15
Ergampatti,2,0,0,2,0,2,0,2,0,2,0,2
Kasilingapalayam,2,0,0,2,0,2,0,2,1,1,0,2
Kokkampalayam,7,0,0,7,2,5,0,7,1,6,0,7
Jothiampatti,4,0,0,4,1,3,0,4,0,4,0,4
Kolumangali,4,0,0,4,1,3,0,4,1,3,0,4
Kannankoil,5,0,0,5,3,2,0,5,0,5,0,5
Keeranur,107,2,16,93,41,68,4,105,67,42,21,88
Marudurai,148,0,7,141,59,89,10,138,79,69,1,147
VELLAKOIL,50,0,10,40,16,34,1,49,36,14,0,50
Kathanganni,11,0,1,10,7,4,1,10,4,7,2,9
Veeranampalayam,6,0,0,6,6,0,1,5,4,2,3,3
Palayakottai,22,0,0,22,3,19,0,22,4,18,0,22
Keetapalayam,18,0,3,15,10,8,0,18,8,10,4,14
Mullipuram,10,0,4,6,5,5,0,10,5,5,5,5
Nathakadaiyur,16,0,0,16,2,14,0,16,6,10,0,16
Pappini,5,0,2,3,0,5,0,5,1,4,0,5
Ganapathipalayam,23,0,9,14,16,7,0,23,12,11,5,18
KANGEYAM,3,0,1,2,0,3,0,3,0,3,0,3
Vattamalai,31,0,10,21,16,15,4,27,12,19,1,30
Sivanmalai,10,0,5,5,10,0,2,8,9,1,1,9
Naalroad,3,0,1,2,3,0,1,2,3,0,1,2
Maravapalayam,3,0,1,2,2,1,0,3,2,1,3,0
Kadaiyur,26,0,9,17,24,2,4,22,20,6,2,24
Peranjervali,4,0,0,4,2,2,0,4,2,2,0,4
Padiyur,23,0,4,19,16,7,1,22,11,12,6,17
Ponneri,111,0,32,79,73,38,15,96,67,44,14,97
Moongiltholuvu,122,1,20,103,38,85,0,123,70,53,3,120
Poolavadi,79,0,13,66,36,43,3,76,58,21,14,65
Iluppanagaram,133,1,22,112,58,76,2,132,88,46,20,114
Vadugapalayam,111,0,10,101,35,76,4,107,69,42,6,105
